song_id,danceability,energy,key,loudness,mode,explicit,speechiness,acousticness,instrumentalness,liveness,valence,tempo
4XwQVdZA3BC3fhIzeNsgZ2,0.677,0.189,0.0,-17.957,1.0,0.0,0.0397,0.941,0.926,0.104,0.26,143.127
307kcWJQNMdiYYKj1LgClU,0.732,0.506,7.0,-11.735,1.0,0.0,0.0462,0.688,1.04e-06,0.146,0.867,126.325
6venqrqaUzmWD2kGa8YirO,0.614,0.745,2.0,-6.459,1.0,0.0,0.0399,0.376,0.00101,0.0977,0.407,115.175
618rtDxtcmKIv4Yh2EVBUB,0.534,0.324,11.0,-9.875,1.0,0.0,0.035,0.757,0.808,0.0931,0.137,109.089
49aVAeHo288tTTbVGu6xGa,0.315,0.725,6.0,-6.114,0.0,0.0,0.0896,0.0188,1.57e-05,0.0872,0.191,175.0
7ix2s0zIZrsVzL6vCYLvJA,0.515,0.619,1.0,-8.456,0.0,0.0,0.0378,0.0638,0.431,0.155,0.807,150.962
2rAMXhwF1Fw35VAALrUdKi,0.448,0.651,0.0,-9.116,1.0,0.0,0.0273,0.552,0.241,0.11,0.401,146.249
02B9AsAVnaLQgGKv5TPjfH,0.825,0.598,5.0,-7.387,1.0,0.0,0.0743,0.0765,0.246,0.323,0.932,90.991
5JLy9IPZhFwmPBlPjcqDL0,0.455,0.274,9.0,-13.015,1.0,0.0,0.03,0.904,0.000514,0.115,0.613,77.823
2nmteiJeK6RAIGH3pL9Pmh,0.553,0.712,1.0,-5.522,1.0,0.0,0.0288,0.322,0.0,0.357,0.48,113.537
57TF9qvcZ6j7DVJK58fLkF,0.247,0.643,5.0,-8.66,1.0,0.0,0.0368,0.297,0.0,0.218,0.27,79.528
69l8nFPu0LWmnoJX7YSVYc,0.695,0.282,9.0,-15.359,1.0,0.0,0.0295,0.681,0.0267,0.0767,0.445,91.681
3Kh58CfPsfIl8XkCEKWbNf,0.575,0.813,2.0,-4.34,1.0,0.0,0.0318,0.000542,0.0032,0.131,0.422,118.161
3MVEGeAitdvl2gJMbnbZW4,0.67,0.463,8.0,-12.828,1.0,0.0,0.0334,0.494,0.0,0.0427,0.731,105.553
3sfydNh0QQAdnIAtDVG16H,0.676,0.73,1.0,-5.963,1.0,0.0,0.267,0.00193,0.0,0.0627,0.489,178.117
60r0mEqH580d1kYWGeEpwM,0.689,0.807,6.0,-4.551,0.0,0.0,0.0318,0.00258,1.43e-06,0.0971,0.822,124.278
3VLCtStwYsAL4LKZgeUvy3,0.52,0.379,0.0,-9.906,1.0,0.0,0.0279,0.619,1.85e-06,0.108,0.208,85.934
5n2baMkrm41hmkH6zLIcNh,0.502,0.266,4.0,-9.76,1.0,0.0,0.0702,0.875,0.0,0.105,0.0663,85.626
66dJRYs9IL5t4GjdydBxfr,0.607,0.333,5.0,-12.788,0.0,0.0,0.0773,0.026,0.0,0.121,0.152,89.955
5xTqhUcwPm8BSS8h7m3fYr,0.324,0.168,4.0,-16.57,1.0,0.0,0.042,0.926,0.0224,0.132,0.476,173.41
2VJkxKMVQLcdf0ALc2XvSO,0.481,0.752,2.0,-6.152,1.0,0.0,0.0632,0.0456,0.439,0.174,0.142,109.99
0v8bPECK6FcZ5uwipUn3MX,0.82,0.838,1.0,-5.265,0.0,1.0,0.0322,0.129,1.39e-05,0.18,0.95,127.59
5hR0WncJoOc847u86vfpqb,0.424,0.233,1.0,-12.333,1.0,0.0,0.0288,0.784,0.0884,0.167,0.258,96.658
5fFpjmdr07PXjlwQLhz8xf,0.568,0.604,1.0,-13.473,1.0,0.0,0.234,0.0528,0.196,0.292,0.416,99.071
0WuYuWhLws8VahMy2zLLRJ,0.767,0.811,7.0,-8.548,1.0,0.0,0.0766,0.0866,0.0,0.0684,0.858,147.423
4amcY5vhp2Z40EhNVa2xHl,0.312,0.943,6.0,-3.368,0.0,0.0,0.0554,4.75e-05,0.378,0.237,0.504,199.981
20I8RduZC2PWMWTDCZuuAN,0.277,0.663,4.0,-8.821,0.0,0.0,0.0377,0.000409,0.00051,0.136,0.527,104.561
03C0lOgIOKlsJpaF5KtWDE,0.458,0.752,4.0,-5.599,0.0,0.0,0.03,0.00613,0.0,0.307,0.287,62.422
0nty9GkUJ6CD4Uj60IFT4B,0.227,0.496,2.0,-8.944,0.0,0.0,0.0351,0.0461,0.049,0.37,0.13,162.062
3aVIweKtbH6rCvEgwI17tP,0.581,0.759,3.0,-4.233,1.0,0.0,0.0401,0.186,0.0,0.0799,0.515,131.042
725bpSl7L8MnL1V7tfaMk2,0.703,0.544,3.0,-9.344,0.0,0.0,0.0278,0.0761,0.000766,0.129,0.33,84.25
1QGO7udymj4xp6w8jbpiF8,0.761,0.644,7.0,-6.498,1.0,0.0,0.0531,0.239,0.0989,0.052,0.917,101.015
7d3xvNSMp9gyGzLR0jMb3C,0.402,0.636,11.0,-6.695,1.0,0.0,0.133,0.238,2.35e-06,0.153,0.394,149.502
6EmwBRFDI25uukoQ9jCU6J,0.623,0.553,7.0,-7.441,1.0,0.0,0.0252,0.581,1.44e-06,0.0725,0.752,87.992
4pR17ajjeY20Iu9FpKLBND,0.646,0.692,0.0,-10.815,1.0,0.0,0.0846,0.0197,0.0,0.135,0.805,75.081
4tRyOhcmwo5Sn6n8cTheHr,0.442,0.832,6.0,-5.318,0.0,0.0,0.0384,0.00039,0.0205,0.114,0.12,143.903
3Io1ccnHrEmhJODEvySuFY,0.449,0.82,11.0,-6.137,0.0,0.0,0.0304,0.245,4.51e-05,0.148,0.626,105.261
7H5Z1do4yZfAO9AL8TAx9j,0.459,0.498,1.0,-8.361,0.0,0.0,0.0806,0.0402,1.9e-06,0.355,0.435,116.485
70DKTWxppgsSB8CNKIXNjv,0.579,0.804,7.0,-5.199,0.0,0.0,0.0385,0.143,1.63e-05,0.204,0.773,149.97
0nghE8iUqF4SkTaMqQNxiG,0.694,0.794,4.0,-6.741,1.0,0.0,0.108,0.0191,0.0758,0.49,0.758,91.967
62JSN8GUy41m30XXEvsJGR,0.329,0.872,10.0,-4.745,0.0,0.0,0.0699,0.000468,0.0132,0.0776,0.113,148.012
14iOpLqTzvoJyfyIXPOPST,0.551,0.246,10.0,-11.813,1.0,0.0,0.0355,0.907,0.000136,0.109,0.229,130.426
0zkoZ4af2wJVnxDrUKcjAB,0.301,0.182,1.0,-14.244,1.0,0.0,0.0386,0.913,0.0,0.739,0.366,84.165
1raiIrqaqRAqZmQWZlLuBd,0.65,0.777,2.0,-4.984,1.0,0.0,0.0294,0.141,0.343,0.215,0.574,109.608
0eEXcw3JLVXcRxYrVYMy68,0.866,0.534,11.0,-9.201,1.0,0.0,0.229,0.184,0.266,0.0929,0.841,98.243
0BRBDRdjgP4Iw8coBDAeeT,0.637,0.769,1.0,-4.936,0.0,1.0,0.296,0.139,0.0,0.291,0.77,179.884
37YWwmlRl1GonSwjRuOiEq,0.568,0.928,11.0,-6.071,0.0,0.0,0.0733,0.413,0.572,0.111,0.181,122.892
04iRqfAI7mbMIx5UifLKq7,0.59,0.647,0.0,-9.002,0.0,1.0,0.0287,0.00181,0.313,0.11,0.441,95.021
4jy7tsWx2FZjXspLV5uZkQ,0.589,0.694,5.0,-9.043,0.0,0.0,0.0288,0.0568,0.866,0.18,0.44,127.886
0fodztaFTiApMhI277CqnR,0.553,0.231,0.0,-10.985,0.0,0.0,0.0399,0.828,0.0,0.133,0.28,68.197
59irMF6BIyxXmjuPgVSCsj,0.696,0.839,0.0,-4.526,1.0,0.0,0.0247,0.0274,0.235,0.147,0.278,100.003
4GOpMcPnnF9mtHNYgUPep6,0.247,0.66,9.0,-7.631,1.0,0.0,0.0369,0.0148,0.000286,0.0884,0.612,114.801
66m5ZrRFCLOZ5TL7uoesbq,0.242,0.207,0.0,-17.87,0.0,0.0,0.0305,0.915,0.728,0.235,0.219,102.821
6jg8Y7gArYgZeXUBPMre0V,0.795,0.824,4.0,-12.23,0.0,0.0,0.238,0.0668,0.0,0.0728,0.794,110.202
1qpOt8txabJJiijTYIj6fy,0.896,0.389,11.0,-6.718,1.0,0.0,0.334,0.0374,0.0,0.26,0.769,95.046
4KFM3A5QF2IMcc6nHsu3Wp,0.674,0.347,9.0,-17.707,1.0,0.0,0.0364,0.396,1.05e-05,0.0916,0.647,102.013
0wVPsQNQ4tsjTTf2LIdOA7,0.653,0.76,7.0,-4.709,1.0,0.0,0.0315,0.261,1.16e-05,0.0705,0.61,91.987
17lJlBTeJZEC5r4m8kqrE4,0.709,0.555,2.0,-3.506,1.0,0.0,0.0348,0.000269,0.0,0.0804,0.638,106.0
7iM1zwamb0tom7x526ttFh,0.437,0.421,10.0,-9.993,1.0,0.0,0.0302,0.447,0.867,0.108,0.113,127.738
2JPyd83rh6dwZ5E33RU0mz,0.73,0.269,5.0,-12.697,0.0,0.0,0.049,0.881,0.000472,0.113,0.337,130.004
76frtC8uWZqhfaLySZt4Kj,0.411,0.816,8.0,-4.974,1.0,0.0,0.0859,0.0589,0.683,0.0818,0.381,154.526
6rT1BTeBQvUW7U9JuuGTWv,0.596,0.823,9.0,-6.89,0.0,0.0,0.0476,0.295,1.96e-05,0.102,0.534,147.976
7KwJMZZtLmd47Bwa0CPKXA,0.304,0.417,0.0,-10.727,1.0,0.0,0.0305,0.703,2.93e-05,0.218,0.367,96.423
0rspgEbX7uoVjrJrv6ME8q,0.635,0.835,9.0,-8.416,0.0,0.0,0.03,0.034,0.159,0.801,0.944,124.999
5IVpwzxMsad8rMVnkiEoku,0.547,0.33,0.0,-13.863,1.0,0.0,0.0311,0.947,0.00129,0.13,0.0378,112.025
2Es5jyiB3GK0wQyd49wdkC,0.185,0.69,5.0,-5.097,1.0,0.0,0.0365,0.00133,3.56e-06,0.0737,0.777,193.658
4iG2gAwKXsOcijVaVXzRPW,0.438,0.94,2.0,-3.249,1.0,1.0,0.0452,8.74e-05,0.0777,0.3,0.421,100.99
6Mu0ZYQCcRFR7BLs9iG16v,0.689,0.395,10.0,-6.668,1.0,0.0,0.0586,0.754,0.356,0.0352,0.168,202.094
6CmVcndlvyx31lGp0pTf8n,0.434,0.889,11.0,-3.885,0.0,0.0,0.101,0.000141,7.21e-05,0.0831,0.57,155.967
5yNUgA66PbcPIJPOU2eBwR,0.695,0.568,3.0,-13.572,1.0,0.0,0.0294,0.166,0.0,0.125,0.786,111.887
5U97bUL9K2NfpUk2vrkJyd,0.561,0.687,2.0,-5.752,1.0,0.0,0.047,0.444,1.98e-05,0.143,0.693,172.022
4cVg29xuGui33h60Rumsqk,0.714,0.564,1.0,-8.607,1.0,0.0,0.077,0.111,0.0,0.0858,0.576,94.014
19g7rdVgVgC5q3x5XYj6Wk,0.653,0.502,2.0,-7.043,1.0,0.0,0.031,0.435,0.525,0.123,0.363,126.094
2qxCjgaMDkVmMF2OQuRE0S,0.658,0.868,4.0,-9.848,0.0,0.0,0.0892,0.0468,0.075,0.0749,0.0389,90.057
6vZAz6PPpQjdksA4Jv6h6C,0.387,0.289,1.0,-8.365,1.0,0.0,0.0285,0.826,1.43e-06,0.114,0.385,137.705
0V4HyZfMPPWovq0cyccai1,0.255,0.425,7.0,-8.653,0.0,0.0,0.0297,0.0254,0.000312,0.14,0.0789,111.129
1AIGp3gpj1NXJvh3engmUQ,0.575,0.756,2.0,-9.414,1.0,0.0,0.0544,0.735,0.0401,0.0755,0.844,127.434
2STxcfMh48pZuN4beBIec7,0.256,0.0965,0.0,-18.567,1.0,0.0,0.035,0.969,0.000531,0.144,0.0907,79.917
1DGDXwo4AyejZedacPi3nm,0.643,0.381,7.0,-16.273,1.0,0.0,0.041,0.524,1.68e-05,0.0767,0.34,155.46
5R3F8oZ1m36IcNm6ioYZz3,0.618,0.819,5.0,-3.002,1.0,0.0,0.0299,0.216,4.64e-06,0.112,0.945,119.955
4SD4ri0Msp6DxgoXKcf6ug,0.454,0.31,1.0,-16.167,1.0,0.0,0.0309,0.858,0.0134,0.0848,0.116,118.814
6q1aLwkZm2f36t1yr9JMVn,0.553,0.832,5.0,-4.868,1.0,0.0,0.046,0.000882,0.000162,0.539,0.375,117.97
4XHJ8unGcOhqSPKKRDPKlp,0.724,0.57,2.0,-7.351,1.0,0.0,0.0477,0.466,9.77e-05,0.102,0.508,95.816
09wkzU6H8RyL6yFRHUbFK8,0.684,0.522,11.0,-6.71,0.0,0.0,0.0238,0.34,0.0,0.129,0.383,99.92
0mfvprOhN50DUawR9ZCh1i,0.585,0.455,6.0,-13.233,1.0,0.0,0.0379,0.572,0.867,0.0544,0.458,89.995
3q5YxzWc8Sx10l4nbUomIZ,0.73,0.543,1.0,-9.231,1.0,0.0,0.0467,0.152,0.116,0.121,0.432,80.029
2MwpQyiQAnR7b2PZtKs4ij,0.216,0.755,4.0,-9.703,0.0,1.0,0.0476,0.00246,0.252,0.115,0.0631,100.464
5VVWgWH8HFLAtM8lbttvn9,0.434,0.977,2.0,-4.845,1.0,0.0,0.0786,0.00187,0.166,0.347,0.0939,128.223
6C7ZgThn6Yan5MTZdAEEFw,0.791,0.759,10.0,-7.378,0.0,1.0,0.129,0.0314,0.674,0.255,0.619,102.382
6Rr6wXmEx6w6dsBuqqKJa3,0.711,0.603,3.0,-8.555,0.0,0.0,0.0309,0.105,0.129,0.109,0.655,112.199
0WkZQPNC0c7yrsMX1arVAd,0.643,0.617,9.0,-5.006,1.0,0.0,0.0801,0.823,0.0,0.33,0.881,157.748
63OFKbMaZSDZ4wtesuuq6f,0.438,0.71,2.0,-12.412,1.0,0.0,0.0919,0.262,0.537,0.221,0.53,145.928
2EOLgGZ5IKLMGryA7pbzfi,0.376,0.0434,8.0,-23.372,0.0,0.0,0.0401,0.992,0.0043,0.119,0.0824,121.688
39l1UORIhuHvUWfxG53tRZ,0.539,0.599,3.0,-10.638,1.0,0.0,0.0483,0.0375,0.0,0.0754,0.636,167.7
2iuSvgDFWJqRIh8WnjrGgE,0.346,0.888,7.0,-3.273,0.0,0.0,0.052,0.0762,0.0519,0.0435,0.444,112.899
5rrGRrNaqsPxMy5xZ8KOue,0.662,0.35,5.0,-13.381,1.0,0.0,0.033,0.14,0.84,0.117,0.0393,126.089
7lBBdj3ZsbAEtznwQud8BU,0.385,0.769,9.0,-8.809,0.0,0.0,0.0316,0.0184,0.829,0.101,0.516,120.311
0ucyXpQG7xL8ipoyU0Ts3A,0.562,0.725,0.0,-5.639,1.0,0.0,0.0241,0.000832,1.17e-05,0.121,0.32,106.031
55Me0GWaEXx6k5h0PdbbOA,0.195,0.228,4.0,-10.719,1.0,0.0,0.0364,0.758,0.000104,0.102,0.1,72.068
0eYcZLnlLKaItC1WC4B1pc,0.515,0.566,6.0,-6.176,1.0,0.0,0.0303,0.109,0.0,0.16,0.165,154.32
5noQJkpVfHt2D4df2GXieV,0.597,0.777,8.0,-5.638,1.0,0.0,0.0668,0.000356,0.00113,0.169,0.776,111.999
3OLIJKVw7I7TzCHPZFcnZL,0.442,0.407,7.0,-8.685,0.0,0.0,0.0358,0.913,0.0,0.112,0.29,167.371
351FWG8tFK5ftLTjWHBzZ3,0.638,0.392,11.0,-11.749,0.0,1.0,0.0315,0.257,0.0,0.0671,0.259,114.887
0FQjfJB4cdkVfxZHz8RV4M,0.627,0.757,8.0,-9.564,1.0,0.0,0.0509,0.000431,0.0139,0.349,0.523,108.025
5at039gZfHTvOK3gSLni5m,0.848,0.692,2.0,-6.734,1.0,0.0,0.0793,0.00587,0.11,0.0794,0.584,124.009
5vTcmSXFfBUcFUV0FUg9RD,0.692,0.915,9.0,-5.319,0.0,0.0,0.0332,0.0488,0.00015,0.131,0.732,117.006
26ItBw3OZ9s9d51rNWCYhh,0.355,0.45,7.0,-8.307,1.0,0.0,0.0278,0.651,0.0216,0.223,0.139,125.248
4NUJj1zdQrNvdHjuAxH1iv,0.387,0.692,2.0,-6.158,0.0,0.0,0.0312,0.00115,3.85e-06,0.15,0.139,84.008
3lGw7qPio3J6htK1kMKNLC,0.508,0.889,2.0,-6.515,1.0,0.0,0.0713,0.0361,0.0,0.174,0.708,140.135
6uGQKWdjmKvgH1QdDCcM8N,0.767,0.599,10.0,-5.176,0.0,0.0,0.0404,0.00436,0.0381,0.0714,0.788,137.035
7GsLrzsAash4bp75SltRaN,0.85,0.468,2.0,-9.09,0.0,0.0,0.039,0.547,0.0667,0.106,0.76,106.974
2TQaMcc3BEAF5Srn7FCipl,0.606,0.534,7.0,-6.758,1.0,0.0,0.0256,0.399,0.000973,0.356,0.328,130.945
3xsOtNxtBW0oTI1OWKAzTm,0.7,0.33,5.0,-9.027,1.0,0.0,0.0303,0.719,8.6e-05,0.136,0.524,98.605
1SRGbSzZoiBZVwMNJ1Sps4,0.367,0.985,7.0,-7.122,1.0,0.0,0.0982,7.68e-05,3.91e-05,0.164,0.169,107.708
2a2VEHsDL9QQroBeO2KGC0,0.682,0.791,8.0,-4.562,1.0,0.0,0.0259,0.126,0.0,0.0941,0.551,110.013
3VMOOeHOcFcSBFNgUzR2yt,0.775,0.598,9.0,-10.525,1.0,0.0,0.101,0.126,3.42e-06,0.0379,0.705,122.334
12KwQ5UHj6F8HzmAxlXPww,0.504,0.726,0.0,-8.025,1.0,0.0,0.0442,0.299,0.00866,0.366,0.493,104.139
325G4xW58WM29eXKzMnQJo,0.561,0.761,2.0,-7.819,1.0,0.0,0.0237,0.0208,0.0026,0.0808,0.839,98.598
4BspUUse4sw1i8YYKA8oSD,0.153,0.329,3.0,-5.575,0.0,0.0,0.0362,0.0125,0.918,0.0604,0.0793,102.001
1KKvumpYrpAW2ugEeKW3LQ,0.695,0.278,0.0,-9.486,1.0,0.0,0.0274,0.577,0.0,0.0997,0.501,81.992
6dKYAtGciLRm8uOD1LiSVf,0.717,0.877,0.0,-4.266,1.0,0.0,0.0375,0.0136,0.000814,0.0616,0.794,111.0
6CU0zWIWVTEnmWpSjVHM93,0.627,0.669,0.0,-9.985,1.0,0.0,0.0412,0.211,2.72e-06,0.111,0.498,94.029
2rGUeavBOvYxpm9mbYLSm3,0.333,0.698,4.0,-7.691,0.0,1.0,0.0958,0.414,0.0,0.185,0.36,133.107
2WYVm7mLtNJkMC4Ns9cHM5,0.367,0.855,0.0,-4.207,1.0,1.0,0.0421,0.0331,0.0,0.385,0.366,104.8
0uwbsSXsexqcHxsuohgrzk,0.665,0.621,3.0,-8.952,0.0,0.0,0.0457,0.00755,0.0329,0.0854,0.536,92.006
0gUzLX20GERPkoGHUJgxHk,0.643,0.662,10.0,-8.434,1.0,0.0,0.0937,0.669,0.0,0.0846,0.795,174.921
3gpvC9cDSd7hULJtVwAovJ,0.491,0.908,11.0,-4.115,1.0,0.0,0.132,0.00073,4.51e-06,0.0902,0.611,164.009
15TRZ6Lpfts7Oowxh7Ic8a,0.691,0.0781,0.0,-17.431,1.0,0.0,0.258,0.534,0.00105,0.282,0.184,72.903
1KRdD8IpxMXGB2883OVP2Q,0.738,0.531,6.0,-7.35,1.0,1.0,0.14,0.907,1.07e-05,0.311,0.919,170.007
6l4TNbfPtNAOOlGIfceSaO,0.753,0.471,0.0,-10.48,1.0,0.0,0.0317,0.0805,0.0299,0.131,0.778,96.038
39eoKAAr3nBXHxhBa3X8Z5,0.633,0.912,6.0,-2.976,0.0,0.0,0.0368,0.00115,0.000141,0.0869,0.765,121.942
4z7Ja0RNran3XpIvc1PIQz,0.432,0.637,11.0,-3.905,1.0,0.0,0.0475,0.416,0.0,0.113,0.187,122.394
1jy0RbDHyBMTupSdc98XbG,0.335,0.262,4.0,-13.832,1.0,0.0,0.0393,0.548,0.0,0.0971,0.203,68.82
3Clu5aqHC7j6SIA9ZadxIi,0.666,0.919,7.0,-7.856,0.0,0.0,0.106,0.0392,0.00387,0.261,0.554,134.031
0zscy4RolfjsihJlXuQLzG,0.585,0.693,0.0,-5.524,1.0,0.0,0.068,0.0142,3.59e-06,0.244,0.723,97.439
76VWuBu8qoFxzfhpfW0lE6,0.719,0.861,5.0,-6.982,1.0,1.0,0.0402,0.0447,0.00989,0.219,0.948,121.491
47rm2UGD8AswD9BldOi6DU,0.665,0.798,4.0,-6.628,0.0,0.0,0.0416,0.355,0.00182,0.135,0.896,119.958
0EOMn5osZ22KVbN1BooC8j,0.375,0.0611,11.0,-17.661,0.0,0.0,0.0398,0.779,3.9e-06,0.124,0.0721,142.144
6jSOQzZ92aPKN0p2m09y2n,0.407,0.0944,5.0,-17.809,1.0,0.0,0.0288,0.992,0.611,0.105,0.199,92.145
6GX7kMYRV1eka4aaKuxSj1,0.584,0.912,10.0,-6.95,0.0,0.0,0.0398,0.314,0.551,0.783,0.345,105.986
0KiSRl2usPXSGaBaRhKnmS,0.185,0.337,10.0,-11.98,1.0,0.0,0.033,0.00236,0.512,0.0706,0.0371,174.368
5AZhrTm9YUCOiA3Vl2hQji,0.449,0.621,7.0,-4.237,1.0,0.0,0.032,0.00274,4.2e-06,0.117,0.103,160.761
2AjzK5A4Cce7bB9pk2ivjz,0.607,0.672,6.0,-10.022,1.0,0.0,0.0283,0.000331,0.649,0.109,0.407,144.049
3SVZ4PjQKLFAgIvAQnULRS,0.265,0.197,8.0,-17.08,0.0,0.0,0.0399,0.967,0.472,0.106,0.0375,136.368
43zr9kKkeiQrshvYuvNtfM,0.738,0.914,2.0,-4.203,1.0,0.0,0.0434,0.144,0.00099,0.182,0.935,127.885
78zYiMv9yNTHgmm6kaUPCm,0.514,0.681,7.0,-10.026,1.0,0.0,0.065,0.199,0.0356,0.0745,0.913,136.821
5LI7PoHEolR8plrf3I16sq,0.479,0.944,9.0,-5.167,1.0,0.0,0.115,0.00206,0.0283,0.356,0.572,153.45
36fvhNxDsz8xbAObvqgYMX,0.319,0.775,11.0,-11.601,1.0,0.0,0.0591,0.000252,0.239,0.187,0.169,107.264
1UwqBuo4gLWhXOjLu4hukb,0.928,0.306,11.0,-11.72,0.0,0.0,0.0465,0.0755,0.00168,0.11,0.455,113.002
2TxCwUlqaOH3TIyJqGgR91,0.749,0.748,2.0,-7.011,1.0,0.0,0.0323,0.295,0.000443,0.469,0.827,137.547
7DFnq8FYhHMCylykf6ZCxA,0.536,0.612,4.0,-5.847,1.0,0.0,0.272,0.119,0.0,0.209,0.57,86.768
2ayVsnjUrl8zEsGZPMhSBe,0.411,0.85,11.0,-6.466,0.0,0.0,0.0679,0.00078,0.069,0.26,0.184,80.779
0heYKfxOFRpHHwTZvpsCOF,0.324,0.739,5.0,-6.04,1.0,0.0,0.133,0.025,0.132,0.195,0.184,63.633
1Fg2CbRUrIMx2G1XIB8NqX,0.605,0.493,7.0,-11.455,1.0,0.0,0.0289,0.837,0.039,0.0807,0.683,128.705
3XeKu0R31DJorViqzPJOT3,0.632,0.852,1.0,-5.796,1.0,0.0,0.0665,0.462,0.243,0.099,0.299,119.978
1pcasDIW4optEjia7RphhS,0.478,0.857,7.0,-4.005,0.0,0.0,0.0402,0.0588,1.58e-06,0.123,0.332,143.086
63OQmPUVd8IjAxS6DOilHk,0.642,0.473,4.0,-7.426,0.0,0.0,0.0284,0.242,0.000663,0.102,0.133,79.008
3LdcxeggfFU808QQBuAAXH,0.389,0.905,7.0,-3.126,1.0,0.0,0.0352,0.127,0.0,0.382,0.315,166.128
1xhDRPwS0L3oekR4GQuVAC,0.541,0.897,11.0,-10.507,0.0,0.0,0.0401,0.119,8.06e-06,0.0608,0.508,127.536
1OFKUn2VLafrHj7ybnap0Q,0.49,0.873,6.0,-5.861,1.0,0.0,0.0355,0.107,5.19e-06,0.118,0.513,103.272
5tmkX2fJ7KUAnMz3W1ibEr,0.695,0.601,6.0,-12.003,1.0,0.0,0.155,0.174,0.0,0.11,0.866,169.516
6OCCN1McqwAGEOEInEymu5,0.353,0.871,2.0,-3.592,1.0,0.0,0.0624,0.00356,0.346,0.217,0.239,168.102
242paIDWYsrxOy61yF6IG5,0.455,0.447,1.0,-9.295,1.0,0.0,0.0355,0.106,0.00108,0.0896,0.138,133.829
1gjTyt7SHJ80HaxcWy6xFT,0.269,0.867,11.0,-6.945,0.0,0.0,0.0576,3.49e-05,0.494,0.976,0.309,91.036
2fhwvSptDeBj8Yw9FufioZ,0.445,0.456,2.0,-15.454,1.0,0.0,0.0308,0.000861,0.000905,0.15,0.471,99.871
22Cxhodw93bI2Bcmemcw42,0.254,0.754,1.0,-6.535,0.0,0.0,0.0412,4.62e-05,0.0726,0.316,0.247,130.52
4VAgc32HtWx5Rm7x6FXVzL,0.675,0.526,1.0,-11.39,1.0,0.0,0.0403,0.653,0.000319,0.305,0.93,77.964
7eBsczBqC8j3aS2KfcSQCV,0.246,0.957,8.0,-7.522,0.0,0.0,0.114,7.59e-05,0.67,0.222,0.23,164.96
6o5LJxDnSgLsXK4pcIOsQg,0.356,0.123,1.0,-17.808,1.0,0.0,0.037,0.911,0.00418,0.0983,0.163,84.661
6YjRdbpIIL8BWyOpE71NeI,0.593,0.566,9.0,-7.868,0.0,0.0,0.0315,0.58,0.0,0.366,0.63,95.92
7pu8AhGUxHZSCWTkQ2eb5M,0.378,0.974,6.0,-4.055,1.0,0.0,0.194,0.00192,0.0139,0.0588,0.824,203.715
3nKPh2KXbm4Jm0S4Y3GmZx,0.853,0.607,4.0,-12.914,0.0,0.0,0.0739,0.0359,0.453,0.467,0.962,121.942
7hIKkllltXJFgGfUZbVazE,0.719,0.859,0.0,-11.331,0.0,0.0,0.029,0.0394,0.00575,0.132,0.808,139.035
5Ts1DYOuouQLgzTaisxWYh,0.568,0.824,9.0,-4.613,1.0,0.0,0.0299,0.403,0.0,0.0855,0.753,108.625
4dValX3XnL92AWVscwrN2P,0.654,0.316,2.0,-16.112,1.0,0.0,0.044,0.515,2.44e-05,0.174,0.427,110.758
0DBAvujXgcYGtZxsENU05s,0.44,0.204,9.0,-15.379,1.0,0.0,0.0418,0.624,0.774,0.0936,0.291,166.736
7K6xwBO3zdvnXkBadHs8zN,0.589,0.479,7.0,-11.671,0.0,0.0,0.0313,0.122,6.88e-05,0.101,0.481,121.91
3inZkpVlyHfLoxwuyu2GYW,0.612,0.55,0.0,-11.53,1.0,0.0,0.0354,0.0313,0.000358,0.0746,0.371,94.971
4LJhJ6DQS7NwE7UKtvcM52,0.391,0.951,6.0,-7.419,1.0,0.0,0.0692,0.0126,0.000378,0.0878,0.468,157.66
1RKulHHyeTiCQwL7T2TN2f,0.409,0.803,9.0,-5.533,1.0,0.0,0.0424,7.19e-05,0.000351,0.61,0.145,142.391
6FvtSHS3hzjS8itHJPRzoJ,0.527,0.735,10.0,-6.477,0.0,0.0,0.0379,0.0484,2.3e-05,0.185,0.729,77.882
6TIsvuHfZmapjP2R5f0k5s,0.705,0.852,11.0,-8.157,1.0,1.0,0.291,0.462,1.93e-06,0.112,0.696,97.254
40NRm1ZLvZpUSCUXAGGZ8J,0.598,0.673,2.0,-10.431,1.0,0.0,0.0693,0.0422,6.84e-05,0.289,0.59,102.035
3frNLuKDpuMgWlR6KXCElb,0.58,0.94,9.0,-5.219,0.0,0.0,0.0554,0.00419,0.000323,0.25,0.757,158.996
2MYrRBXN6kfZLQaTzlFrXD,0.36,0.126,7.0,-17.325,0.0,0.0,0.0403,0.678,0.000483,0.143,0.0636,175.637
6v5Z406dy9Tb2vpKckAwfK,0.782,0.894,1.0,-3.811,0.0,0.0,0.0702,0.00957,6.13e-06,0.0721,0.874,108.043
5aRNDNKCU7vPlyPPzhOPN1,0.467,0.311,2.0,-11.08,1.0,0.0,0.0326,0.69,4.17e-05,0.104,0.262,185.87
66kJUlDavWkXe2Rph2fCI2,0.445,0.329,7.0,-11.033,1.0,0.0,0.0277,0.0308,0.0254,0.139,0.0471,61.08
1vRDwsEK7VVbQMUDuHDcas,0.272,0.83,7.0,-8.847,1.0,0.0,0.0448,0.0056,0.222,0.306,0.475,105.496
